genre,length,title,release date,album name,artist name
"['panamanian pop', 'reggaeton', 'trap latino']",180821,Duvibes,2021-04-15,42,Sech
"['panamanian pop', 'reggaeton', 'trap latino']",215891,911,2021-04-15,42,Sech
"['panamanian pop', 'reggaeton', 'trap latino']",216510,Sal y Perrea,2021-04-15,42,Sech
"['panamanian pop', 'reggaeton', 'trap latino']",178266,Wao,2021-04-15,42,Sech
"['puerto rican pop', 'reggaeton', 'trap latino']",172413,Somos Iguales,2022-10-07,OzuTochi,Ozuna
['electro house'],146052,Time - Alan Walker Remix,2021-11-26,World Of Walker,Alan Walker
['electro house'],178625,Man On The Moon,2021-11-26,World Of Walker,Alan Walker
['electro house'],179052,"Alone, Pt. II",2021-11-26,World Of Walker,Alan Walker
['electro house'],184750,Paradise,2021-10-01,Paradise,Alan Walker
['electro house'],144921,Out Of Love,2021-11-26,World Of Walker,Alan Walker
['electro house'],39997,Red Nexus Rising - Interlude,2021-11-26,World Of Walker,Alan Walker
['electro house'],165388,Sorry,2021-11-26,World Of Walker,Alan Walker
['electro house'],165335,Fake A Smile,2021-11-26,World Of Walker,Alan Walker
['electro house'],193959,On My Way,2021-11-26,World Of Walker,Alan Walker
['electro house'],161828,World We Used To Know,2021-11-26,World Of Walker,Alan Walker
['electro house'],42693,Drone Wars - Instrumental,2021-11-26,World Of Walker,Alan Walker
['electro house'],187085,Heading Home,2021-11-26,World Of Walker,Alan Walker
['electro house'],165923,OK,2021-11-26,World Of Walker,Alan Walker
['electro house'],177238,Hummell Gets The Rockets - Alan Walker Remix,2021-11-26,World Of Walker,Alan Walker
['electro house'],153718,Not You,2021-11-26,World Of Walker,Alan Walker
['electro house'],39724,Paradise - Prelude,2021-10-01,Paradise,Alan Walker
['electro house'],185649,Paradise - Live,2021-10-01,Paradise,Alan Walker
['electro house'],97912,Paradise - Postlude,2021-10-01,Paradise,Alan Walker
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",145776,Cameras (feat. Allan Cubas),2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",195021,Lil Romeo,2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",192756,Anti-Hero (feat. Lil Tecca),2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",198919,Bleu Snappin',2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",143098,Tunechi's Back,2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",177737,Tunechi Rollin',2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",178416,Throwed (feat. Gudda Gudda),2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",190667,One Big Room,2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",211748,Tunechi's Room,2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",148610,Twist Made Me,2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",254093,Grove Party (feat. Lil B),2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",147487,Rax,2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",240091,Hands Up (My Last),2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",156525,Sorry 4 The Wait,2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",302524,"YM Inkredible (feat. Thugga, Raw Dizzzy, Flow & T@)",2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",321097,IDK,2022-01-14,Sorry 4 The Wait,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",267129,Take Kare,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",216869,Errbody - Remix,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",216582,Fuck Yo Feelings,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",306130,Grindin,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",264072,Krazy,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",226796,Buy the World,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",260703,Dusse,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",260676,Good,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",279641,Moment,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",238472,Video Model,2014,Loosing Myself,Lil Wayne
"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",220752,Streets Raised,2014,Loosing Myself,Lil Wayne
"['dfw rap', 'melodic rap', 'rap']",248177,Reputation,2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",185857,Cooped Up (with Roddy Ricch),2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",243486,Lemon Tree,2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",193565,Wrapped Around Your Finger,2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",192840,I Like You (A Happier Song) (with Doja Cat),2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",169824,I Cannot Be (A Sadder Song) (with Gunna),2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",169660,Insane,2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",183816,Love/Hate Letter To Alcohol (with Fleet Foxes),2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",243158,Wasting Angels (with The Kid LAROI),2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",145795,Euthanasia,2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",195110,When I’m Alone,2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",141851,Waiting For A Miracle,2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",192721,One Right Now (with The Weeknd),2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",92718,"New Recording 12, Jan 3, 2020",2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",196986,Waiting For Never,2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",178160,Hateful,2022-06-07,Twelve Carat Toothache (Deluxe),Post Malone
"['dfw rap', 'melodic rap', 'rap']",165366,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",2021-04-28,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",Post Malone
"['colombian pop', 'reggaeton colombiano']",145000,Básicamente,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",196186,Dharma,2022-01-28,Dharma,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",171053,Modo Avión,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",271893,Quererte Bonito,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",189373,Tacones Rojos,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",151653,Amor Pasajero,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",195080,Regresé,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",188680,Si Me La Haces,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",186013,Tarde,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",199360,Melancólicos Anónimos,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",160986,Las Dudas,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",182026,Adiós,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",176266,A Dónde Van,2022-07-29,Dharma +,Sebastian Yatra
"['reggaeton', 'reggaeton flow', 'trap argentino', 'trap latino']",211157,TBT,2022-03-03,KRACK DELUXE,Lenny Tavárez
"['colombian pop', 'reggaeton colombiano']",183253,Chica Ideal,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",195333,Pareja Del Año,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",202333,Tacones Rojos - Tiësto Remix,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",208613,Contigo,2022-07-29,Dharma +,Sebastian Yatra
"['colombian pop', 'reggaeton colombiano']",165213,TV,2022-07-29,Dharma +,Sebastian Yatra
"['detroit hip hop', 'hip hop', 'rap']",210800,Godzilla (feat. Juice WRLD),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",246000,Lucky You (feat. Joyner Lucas),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",303800,Lighters,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",230620,Gnat,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",279002,Cinderella Man,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",297864,Walk On Water (feat. Beyoncé),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",363521,Rap God,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",263321,Love The Way You Lie (feat. Rihanna),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",265916,Won't Back Down (feat. P!nk),2022-08-05,Curtain Call 2,Eminem
"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",120626,Higher,2016-01-28,ANTI (Deluxe),Rihanna
"['detroit hip hop', 'hip hop', 'rap']",238746,Berzerk,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",249266,Not Afraid,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",213745,From The D 2 The LBC (with Snoop Dogg),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",264275,Nowhere Fast (feat. Kehlani),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",262864,Fall,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",281156,Phenomenal,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",249680,Fast Lane,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",305680,You’re Never Over,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",319906,3 a.m.,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",278133,Space Bound,2022-08-05,Curtain Call 2,Eminem
"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",194680,Beautiful,2021-07-23,Therapy,Anne-Marie
"['detroit hip hop', 'hip hop', 'rap']",250160,The Monster (feat. Rihanna),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",264733,Venom - Music From The Motion Picture,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",297173,Crack A Bottle (feat. Dr. Dre & 50 Cent),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",212013,Is This Love ('09) (feat. 50 Cent),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",223733,River (feat. Ed Sheeran),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",272417,Survival,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",310560,Best Friend,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",338493,Darkness,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",297013,Kings Never Die (feat. Gwen Stefani),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",299480,No Love (feat. Lil Wayne),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",343000,Headlights (feat. Nate Ruess),2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",192186,The King and I (feat. CeeLo Green) - From the Original Motion Picture Soundtrack ELVIS,2022-08-05,Curtain Call 2,Eminem
"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",256506,Farewell,2011-01-01,Talk That Talk (Deluxe Explicit),Rihanna
"['detroit hip hop', 'hip hop', 'rap']",375983,Rap God - Mr. Cii Remix,2022-08-05,Curtain Call 2,Eminem
"['detroit hip hop', 'hip hop', 'rap']",434077,Bad Guy,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",55337,Parking Lot (skit),2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",301721,Rhyme Or Reason,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",261386,So Much Better,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",296269,Legacy,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",290683,*******,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",286525,Brainless,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",336519,Stronger Than I Was,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",250188,The Monster,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",317580,So Far...,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",296953,Love Game,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",343032,Headlights,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",356877,Evil Twin,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",263058,Baby,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",236658,Desperation,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",293423,Groundhog Day,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",265022,Beautiful Pain,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
"['detroit hip hop', 'hip hop', 'rap']",391219,Wicked Ways,2013-01-01,The Marshall Mathers LP2 (Deluxe),Eminem
['pop'],295413,State Of Grace (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],223093,Red (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],242720,Treacherous (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],219760,I Knew You Were Trouble (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],329160,All Too Well (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],230960,22 (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],244586,I Almost Do (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],193146,We Are Never Ever Getting Back Together (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],205786,Stay Stay Stay (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],299080,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],202960,Holy Ground (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],284773,Sad Beautiful Tragic (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],240466,The Lucky One (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],245426,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],220413,Starlight (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],238866,Begin Again (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],285280,The Moment I Knew (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],223333,Come Back...Be Here (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],220520,Girl At Home (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],321640,State Of Grace (Acoustic Version) (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],264253,Ronan (Taylor's Version),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],297013,Better Man (Taylor's Version) (From The Vault),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],258812,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],224240,Babe (Taylor's Version) (From The Vault),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],225960,Message In A Bottle (Taylor's Version) (From The Vault),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],285106,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],263533,Forever Winter (Taylor's Version) (From The Vault),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],240226,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],200280,The Very First Night (Taylor's Version) (From The Vault),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],613026,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),2021-11-12,Red (Taylor's Version),Taylor Swift
['pop'],209388,Welcome To New York - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],228598,Blank Space - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],230303,Style - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],233608,Out Of The Woods - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],191582,All You Had To Do Was Stay - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],217567,Shake It Off - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],204915,I Wish You Would - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],209842,Bad Blood - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],218705,Wildest Dreams - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],245420,How You Get The Girl - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],247166,This Love - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],193811,I Know Places - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],269207,Clean - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],242409,Wonderland - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],266003,You Are In Love - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
['pop'],227743,New Romantics - Karaoke Version,2015-02-01,Taylor Swift Karaoke: 1989 (Deluxe),Taylor Swift
"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",259833,Father Of 4 (feat. Big Rube),2019-02-22,FATHER OF 4,Offset
"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",276794,How Did I Get Here (feat. J. Cole),2019-02-22,FATHER OF 4,Offset
